sentiment,text
positive,"Bought this for my new Crosstrek, it works great, no more loud noise when I close the hatchback."
positive,"The company's write up says this will make your car more romantic.<br /> I am pretty sure my '07 Kia could never be described as romantic, no matter how you light it.<br />However, this light is good and bright, it dims off rather than just goes off, and it is very easy to install.<br />Slightly brighter than the one it was replacing in my Kia, I was able to fit this inside the cabin light container, But it is built to be installed anywhere, it has a sticky back and can mount directly onto the ceiling, if you are looking to add extra lights, not just refresh the existing one(s)"
positive,Works good Looks good Fits 2004 forester
negative,"These are very nice-looking wheels and I love them. New they look high quality. The machining is flawless and the black paint deep and rich. the clear coat also looks very deep and solid. But just as the other reviewer I have the clear coat on these wheels peel off on all of the spokes of the wheel. I am in the South and the truck never sees any road salt. I also do not drive on unpaved roads, but it seems that after a certain time the clear coat cracks and lifts off from the painted surface. Again, it is just the clear coat that peels off, not the actual black paint underneath it. Other reviews indicate that this is not an isolated issue but occurs frequently with this model after some time. I have not contacted Vision Wheels yet, but will do so and update this review when I hear back from them."
positive,Looks good. Not as tinted as it looks when looking through it while installed
positive,Must have tool for brake work.
positive,Worked perfectly
positive,"Don't want my BT dongle to wear out, so I bought this. Seems well made so I think it will do the job I intend it to do."
positive,i can’t stop getting compliments on this bumper sticker. looks great on my 1998 saturn s series
positive,"It is easy to install and use, make sure you let water run through it when you first open it to remove the charcoal dust.  I use it for an RV and like that I am introducing filtered water into the fresh water supply and the water heater.  I will continue to use this product and believe it is a good value."
positive,"This is by far the best value for my money and most useful thing I’ve ever bought in Amazon. During weekdays, My minivan is my bedroom and this shades gives me the whole new level of satisfaction every time I go to sleep in the back seat."
positive,Great addition to my drybox/cooler. Wonderful conversational starter and great way to show your personality.  Easy to adhere to a clean surface.
positive,You never really know how much dirt you're scraping onto your car until you wash your car after the salt and sand have been cleared from the roads. There was so much dirt in the bottom that these grit traps prevent from getting back into your sponges and towels.  This is a great idea. I highly recommend.
positive,Very happy
positive,Good product
positive,"Seems to be made well, no problems, worked great and fast."
positive,"Have been through several different chargers, so far so good! Good value for the $$ if it holds up"
positive,great
negative,Better fans out there for the price. Switch was the cheapest I've ever seen.
positive,"Pros-<br />Super easy and smooth to insert. There are side protection so the interior doesn’t get scratched.<br />The mat helps items not slip back.<br />Doesn’t cover the ports below.<br />Smooth transition. It looks like it came as part of the car.<br />Does give you extra space.<br /><br />Cons-<br />You can only use for super thin items. My iPhone pro max with a Loopy case does not fit.<br /><br />What fits?<br />I’ve attached a few pictures to show you more or less what fits. My garage door opener is a super tight squeeze.<br />My badge fits with the lanyard but I have a expandable lanyard with the clip and that doesn’t fit.<br />I have a key card for the garage and elevator for my job And it’s nice to have easy access to it.<br />A notepad/sticky notes fit.<br /><br />So unless you have super thin items you need in your car for easy access, I wouldn’t purchase it.<br /><br />I have a 2021 Toyota RAV4."
positive,"I use this in all of my cars and motorcyles.  This stuff really works.  My gas mileage has increased at least slightly after a treatment, the engine, transmission, and steering all work just a bit smoother also.  I recommend this to everyone that owns an internal combustion vehicle!!"
negative,"I love the product but a couple key things: I had a plumber and garage junkie install it. Good thing because there was no spacer included so we installed the bracket upside down to make it fit. Also the hoses and the clamps are the same width. We had to grind the hose down a bit to make it fit, then use sealant. Let’s not forget the Vaseline!<br />I think this can will perform well, but installation was a beast!"
positive,"Overnite, inexpensive.<br /><br />Works great."
negative,"does not fit snugly at all, kind of dangles back there (the straps to the headrest are at the furthest out and the shortest length and still it's not tight / snug.  Packaging is gone so can't really return it but I wish I'd saved my $15"
positive,"These fit my 2020 Subaru Outback perfectly. They give me privacy and block the sun. They can not be used if you roll down your window. Even a cracked window won't let air in. They fit pretty snuggly in the window frame. They don't go all the way down to the small cor er window, but it is nice to have a little visibility."
positive,work well
positive,Bought this for my Kawasaki ZRX. Fits perfectly and works fantastic. Bought a spare for the future.
positive,Well made. Good fit. Arrived early
positive,Just what I needed!
positive,This stuff is my go to when nothing else works  - and it always works
positive,These rotors fit like a glove and are working great. They were well recommended and I am quite happy<br />in my purchase of them.
positive,Great to take along needed items when going by bike. Well made with lots of room👍🏻
negative,"You get what you pay for. These are cheap, really cheap... The ends collapsed and popped off"
positive,Very happy with purchase and performance. I've had them installed for over a week now and no issues.
positive,"My main regret for our home is the kitchen counters are way too small.  Part is in an almost accessible corner, (the stand mixer stays there between uses).  The counter on either side of the stove is only 14"" wide, and the remaining sections on either side of the sink is about 2 feet each.  We bought a cart for the microwave , but two people can just barely work together at the same time.<br />This covers the stove exactly, it simply lifts off if the stove is needed, and allows extra room for preparation."
positive,Fits perfect and colors were bright
positive,Cute sticker! Beautiful colors! Fast shipping! Great seller!
positive,Works great
negative,"This is seriously bad! There’s at least a foot gap of space above the shade and another foot of too much on sides, there’s absolutely no way to make this stay up, doesn’t come near the sun visors to hold it up either. Whoever measured this and called it BMW i3 fit should learn how to measure."
positive,"There is a trick to putting these on. Get someone to do it for you!<br />Well, leverage is the trick, but caution is needed to prevent damage to the steering wheel.<br />This, however, is true of every cover I have ever seen.<br /><br />Once installed it is very comfortable to use and prevents your hand from welding itself to your steering wheel on hot days."
positive,"I put these covers on my Mule 4010 trans.  They fit well,and look good."
positive,My only concern is durability in South Florida hot and humid weather.  Easy fit and value for OEM replacement. Time will tell if materials can outlast the hot temperatures that baked the factory equipment.
positive,These are fantastic! Protects the floors very well!
positive,Pretty much what I expected
positive,"This is so unique and adorable! It came with the scented disc's to insert inside of them. I couldn't really tell what the fragrance was because I didn't open the package due to me already having air fresheners, so that's why I only gave it 3 stars. But regardless of that, I like it mostly for decoration."
positive,"People saying this 16ga cable is not thick enough for charging their vehicle.<br />This cable is made by Battery Tender for use with their 1.25A trickle charger.<br />If you want to permanently install battery leads on multiple vehicles for use with your one Battery Tender charger then this is what you want. It is more than enough wire guage for the 14V 1.25A maximum charge current of the Battery Tender.<br />But no, it won’t fast charge your dead battery at 50A! Neither will 12AWG.<br />Battery Tender is a great product with 10 yr warranty. The cable accessories are excellent quality also."
positive,"I received these mats quickly and couldn’t wait to install them.  They feel like butter...so soft! Installation was super easy. The beige color is a great match for my seats.<br /><br />As you see on my “before” pictures, my seats are beginning to stretch and age.  So to protect them, these covers are awesome."
negative,The cover I received is black.
positive,This is decent trash bin. The size makes it fit well in any vehicle. The way it pops open means you fit more in it than you would think.
positive,"I like the look as much as my friends tease me about Castle Greyskull and He Man. Anyway, looks good. Quality is good but I have noticed that their products are not like Harley quality when it comes to chrome.<br />Instal is fairly easy."
positive,Looks great and very durable.
positive,Dealer wanted about $50 to replace my cabin filter.  I watched about 4 videos on youtube on how to install it and it took me about 10 minutes to finish the job.  Fits exactly like old filter.  I have about 20K on my van and I couldn't believe all the dirt and debris in the old filter.
negative,Not as nice as I thought they’d be. The sticky tape it comes with is strong but no way I’d use it on leather.  Guess I’ll add material to the outer sides to make them look nicer.
positive,Easy to install. Looks great!
positive,"Bought this quite some time ago and the first time I used it the battery was dead. Finally got to use it today and it is very easy to use, the display is easy to read during the day in the shade. You need to make sure that you store it so the on button doesn't get pushed as the case is relatively soft."
positive,Good for price
positive,Allowed me to make an adjustable drag link.  Nice product.
negative,Bad quality rubber gaskets
positive,Great product!!!
positive,Great quality products. Great seller!
positive,Great stick matte finish
positive,"This tool is great. Worked good to remove my aftermarket innovators west harmonic balancer from my C5 corvette. If there is a down fall it's that the instructions aren't the best. Other than that, I give this product 5 stars."
positive,"Good, it does help in filling up the batteries"
positive,works good and looks good aside from the one dent in the lid and the three in the sides. Bad packaging
positive,Excellent fit! I ordered this part as the screws broke on the old one and the mirror spun about freely. Dealer quoted me $300 for a replacement. Ordered this and did the work in about 10 minutes. Super easy to install.
negative,The pockets are useless.  They begin to get stretched and won't hold items in place.
negative,"I really wanted to believe that some of the negative reviews were just for people that griped for no reason. But after my first use, I can see why they complain. If you barely touch the treaded part of your tire, the foam will start to rip apart. To correctly use these, you must have very very flat sidewalls (no MT tires) and LIGHTLY brush the tires with your choice of tire shine. Good thing they have a two pack otherwise this would be a one star product."
positive,Less expensive than many other VW calipers out there.  I was a little leery due to the much lower price of these but so far when using the brakes the vehicle does indeed stop (which is a plus+).
positive,Great product would recommend buying. Fast and great shipping. Package was packet very well. It worked very well.
positive,Good!
positive,Use more better adhesive!<br /><br />Be absolutely sure:<br />ADHESIVE is equal thickness and the surface is perfectly level and square!<br />Use UV PROTECTION AND SHIELD IF POSSABLE!
negative,"These did not give me any better light quality or distance. I took my wife on a road test with the factory bulbs to get a base line, switched them out and took the same route and both of us were questioning if I had even done anything. I bought them to replace the H11B bulbs in my 2015 Kia Sportage.<br /><br />I could not see any further and the light looked the exact same. I even put back in one of the factory bulbs and did a side by side comparison and could not tell a difference.<br /><br />This product advertises &#34;Xtra technology produces better color contrast and depth perception allowing drivers to see farther&#34; & &#34;These bulbs will provide a brilliant Xtreme cool white light that will light up road hazards and street signs long before a normal halogen bulb&#34;. Both of these are not true in my case and confirmed by my wife. Not really sure how they even advertise the bulbs as &#34;white&#34; because they certainly  are not an improvement over the OEM bulb<br /><br />Really disappointed in this product and returned it."
positive,"We installed this on a post near our hot tub steps, works great to use when getting in and out"
positive,Be sure you know the rating of your chassis.
positive,"Great product, unfortunately had to return due to lack of clearance between rail system and tonneau cover."
positive,Fixed my 08 pathfinder after losing the original in the woods.
positive,A bit pricey but it works.  The tapered connection is also better than the original.  No slow vapor leak errors any more.
positive,"I only used the low pressure core remover, but everything fit well and removed the core after a couple tries  Better then losing all your refrigerant.."
positive,"I am using this shower head in my house's bathroom with a nose that has water flow control feature,<br />it can provide such high water flow! i am really liking it,<br />the material used for this item is decent, its not spectacular but its not cheap either.<br />i have not used the water stop valve built into it yet,<br />i heard that's where some of the other people's complain about this item comes from.<br /><br />2 weeks in, i am really enjoying this shower head and having no problem at all!"
positive,Problem solved! Thank you
positive,great product. no complaint
positive,I went with the bias ply due to weight. These are much lighter than the radials. I'm running H1 wheels and needed to save weight on the tires as a result. I've only been stuck once and that's because I was high centered. Tires weren't touching the ground to do their job. I do drive these on the road too. For the size of tire and for what they were build for I have no complaints. If you use them on the road just be warned they do not handle wheel on wet roads. But that goes for every aggressive mud tire I have ever seen.
negative,Used 1 time and as soon as I went to remove it it ripped. Very cheaply made.
negative,Easy to use but is a low quality product.
positive,"Ordered for a 2017 Audi Q5 2.0 Premium that needed the Service Due! message cleared from the DIC. Changing the service interval in MMI will not clear this message. I put in the ANCEL, followed app directions, and on first try the message was cleared. Easy to understand and and use. Saves me the trip and the expense to Audi. Thanks!"
positive,Has good suction I was pleasantly surprised!
negative,"I was excited to get these for my new car, until I opened the box, and the smell of musky mildew hit me in the face!  I've tried to let them air out, but the odor is so strong that it's stinking up my apartment, so I'm certainly not going to put them in my car!  Terribly disappointed!"
positive,Super cute and simple.
negative,Much smaller than I was hoping for.
positive,"I use this tire on both front and rear of my 06 zx10-r.... On a regular basis I will ride the bike through all sorts of rainy and sunny days. I only bother to slow down if the water is puddling due to heavy rainfall. Steady rains that just make the roads wet are nothing. Heavy rains that cause minor flooding, I personally choose to slow down. These tires are impressive. I feel like the bike rides smoother and better with them."
positive,"I needed to rebuild the harness for the factory fog lights on my 2007 Jeep Compass, and these worked perfectly."
positive,Great Value for our home garage
positive,Works as well as any I have had in the past for half the cost.
positive,"Used to clean all my vent covers.  Threw it in the washing machine and it looks brand new and ready to use next month.  Definitely the best brush I could have found.  Soft, durable and well made."
negative,"I finally decide to us the item and realize the function power was not good at all, and 3 minutes later it stop working on me."
positive,Easy to install.  No tape so they will never come unfastened.  They look and perform exceptionally.  Highly recommend.
positive,'worked like a champ
positive,I have used Aero wipers and they wear/ work well.
negative,Don’t snap in
negative,"Difficult to install, they don’t look very study, don’t seem to fit well either"
positive,"My leather chair was a soft supple leather that accepted the balm exceptionally well. There were pee stains and grease stains from the back of a person's head on the chair and with minimal cleaning and using this product I was able to bring back the natural luster and uniform appearance of the leather. My mother-in-law had given me the chair because she could not handle the stains and I have given it back as a brand new chair. I will definitely recommend this product to my friends and family. In fact I already have , my mother help me in restoring the chair so she knows just how good it works. Thank you for a fantastic product."
positive,Perfect fit quick change out
negative,Only used it twice but on the third try it ripped at the seams while casually putting it on. Like wearing Toilet Paper.<br /><br />If I had worn Waxed Paper it would have lasted longer.
positive,These license plate frames are really cute! I love bling so I knew I would love these! They are easy to install & look so nice! They also come with a couple extra rhinestones just in case you have any come off. But I haven’t had any problems with mine.
positive,Works as described.
positive,"Fits the space perfectly and is super sturdy. My only complaint is that it doesn’t tilt forward so the phone sits at an awkward upward angle. Still a great buy, love the tray."
positive,Took awhile to get but seems to hold just fine.
positive,"fits my Tesla model 3 ,good quality, no complaints"
positive,Guess I didn't read before I bought these. They are cool as all get out but they dont just slide in. You have to take your grill cover off and clip them in but it takes some pushing to get them to clip.
positive,"Perfect fit, and quality was good.  Only time will tell now."
positive,Momma’s dream for me was to someday live in a house without wheels. That’s never going to happen.  Make the best of it and get these nice covers to spruce up your spare.
positive,Holds my sunglasses snugly and safely on my visor.
positive,"This is a good way to suction out dents.  It worked on one spot, however it didn't work for another.  I think because it is not on a flat surface.  It was worth a try and at least I got one dent out."
negative,UGLY!!!!  Not as represented in the pictures - NOT an equal to the Hyundai product - does not have the holes to lock them in place for the front. Very harsh feeling and not very good looking.  Too much of a hassle to return but definitely would NOT recommend!!!!
positive,Quality
positive,Fit perfectly. Easy to install. Love it.
positive,I used it to pit my masks in there since I still use some. It was very easy to put in the visor and was easy to put my masks in. I would recommend if you looking to put tissues or masks in the holder.
positive,"On rangers it uses door latch screws, or snap for cloth door. Very easy to install, will need a torx t40 to install."
positive,This starter was very easy to install
positive,"Part arrived the most quickly of all the places we attempted to order it from.  My college age son was able to install this himself.  He is not a mechanic, but he is not afraid to attempt a fix on broken things.  The part worked perfectly, and he was able to pass his car inspection."
positive,"Well I have now put about 400 miles on this seat and I am loving it! We bought a sportster to share, I ride a sport bike but my wife likes the cruiser, then she decided she didn't really want to ride. So I wasn't going to let the bike go to waste and I ride it a lot more then I thought I would. The bad thing is I'm 6ft 240lbs so the stock seat killed my bum. I looked all over and everyone kept coming back to this seat. I'm glad to say it is worth every penny and then some! Very comfortable for me and as it breaks in more and more it feels better and better! I would recommend this seat to anyone and everyone! I havenb't even touched my sport bike in weeks because I'm loving the ride on the sportster with this seat!"
negative,"None of the advertisement pictures show them unfolded for size. I am disappointed they are small. I have several I have used as dish towels. Mine are getting worn so I decided to replace them with these, but they are about large washcloth size and thinner than expected. I'm disappointed."
positive,"This stuff works great for water spot removal on my Car. You MUST follow directions on the label,"
negative,Rather cheap.  Add to add tape to fit our receiver but it's still in the receiver.  Works for what we need it to do.
positive,perfect! no flaws but I ended up sending back
positive,Simple design that will last a long time. makes cleaning dirtbike chain super easy. i have only seen the plastic ones at the bike stores... so the aluminum version is a bonus!
positive,"It removed what I assumed were permenant white marks on my black BWM X3 leather seats. Satin finish, not greasy or waxy."
positive,Use this on the wheels on my F150. Works just fine. Holding up well. Great buy and great shipping.
negative,"They were brighter than stock headlamps when working, i will say that.  But i installed these in two cars, and three of the four bulbs were burnt out within six months.  Ouch.  I don't know if the fan failed and LEDs overheated or what.  In one of the cars i was also worried the light pattern might be blinding other drivers.  I am trying out a different brand now"
positive,"I firste saw its usage on YouTube and thought, &#34;What a great idea!&#34; INobody local knew anything about them, so I. found them at Amazon  and tghey work just as the YouTube video, GREAT!"
positive,These look nice and fit well but on one of them the light keeps going out. Not sure what exactly the problem is.
positive,my son is a USFS wildland firefighter--- and his boots need constant attention so they stay in working shape for every fire and every new season.  Have used this oil for years!  He relies on his boots in the hottest of fires- and they stay suple and soft while doing what they need to do....protect my son!  Its the only oil he uses on his  boots.
positive,"Nice little holder, but it does fit a bit awkwardly on my van visor (Chrysler town and country).  It does the job though."
positive,"This sure beats the heck out of the $300 Ford wanted to charge me for 20 lug nuts + install!!  Crazy people!!! Lol.  Anyway these go on easy and are a bit narrower than my old ones but was able to easily scratch the paint off a few.  It doesn't look bad but one kind of does.. has a big scratch on it now.  Still, not bad for the price!"
negative,"Ok, so while it does what it's suppose to do, it is HIGHLY ANNOYING. When ever I take off/hit  a bump it doesn't like it beeps/goes off. Of course I have to hear this the whole ride as  not going to stop to shut this thing off."
positive,Perfect fit for my 2013 Elantra. Came in just in time. Same day it came in it was going to start raining. Put it over my car and the next day it was perfect. The material looks and feels tough. Had it for a few weeks now and a few storms later. The cover still looks good as new. Love this car cover. Even comes with a bag to tuck it away and a lock.
positive,"Unbelievable how bright they turned my wife's Journeys high beams,  it's like going from low to high,  I should of done this awhile ago"
positive,Great lights at a great price. Nice and white.
positive,This is what you want! OEM Parts
positive,Easy to set time
positive,Made of good materials. Shipped on time.<br />Measurements were about two inches short on the width but we can live with that as the price was much cheaper than others.
positive,Much less expensive than OEM.  Same quality.
positive,Works as it should. Would recommend
positive,Great! I never have to hold it out with my hand again. My original Velcro went to a different car so this is great when you're sharing a pass.
negative,They were so nice but I could not get them to stay on.
positive,This has a nice shine that last a few weeks in the summer.  Not to slippy or too shinny.  Doesn't attract dust.  Longevity is about 3 weeks.
positive,Suv
positive,nice and easy to use.  I use it on everything but glass.
positive,I have used this in the past it works great especially on older leather items. Rick
positive,"If you want a cat sticker for your cat, this one does the job just fine.  My wife has had one on her car window for a couple of years and it's still there and looking good."
positive,Work great and low power pull
positive,I liked the angle of the snow removal tool. It is curved and makes it easier to remove snow from the windshield and roof of my car.
positive,Product was as good as they said it would be.
positive,"Well made metal gasket for an great oem fit, especially if modifying from a donut gasket to a flanged exhaust header or manifold."
positive,works good
positive,Fits well and works as it should
positive,If you have a fuse that blows every so often or you want to put fuse in a vital fuse like fuel pump power these are perfect. Like most cars you have to lay upside down under the dash let you know fast what blew . Or like me power to rear lights that blows when trailer plugs in saves time agrevation
positive,"its a pack of t pipes, and they all look fine and work fine."
positive,Fit great on 2009 650R and work great.
negative,This motor only lasted a month.
negative,Didn't work
positive,Works fine.  Quality seems good.  Would buy again.
positive,Holds my big Stainless Steel Cup/Jug and coffee cup both without any tipping. Needed to free up a cup holder for my passenger for an upcoming long road trip and this was PERFECT!! Would recommend to anyone.
positive,I’m happy with the item I ordered.
positive,Denso has always made good electronics. This part is no exception. It immediately turned off the &#34;Check Engine&#34; light in my car!
positive,Good Price for synthetic motor oil
positive,Worked well
negative,THE CONTENTS MAY WORK IF POURED ONTO THE DAMP CLOTH.................
positive,"Ordered the collapsible kennel with Spring starting. Kennel arrived in one piece, would say this is easy to set up but, you do have to use some force to get the (two) set of brackets connected each time you use it. Spacious enough for my medium size dogs. The exterior is made with a great durable material, felt the Jeep logo could be stitched with higher quality finish for the price. Frame welding finish (looking inside the unzipped kennel) isnt the greatest but it definitely feels light with solid construction. Two reasons i can't give it a five star rating, but great travel accessory for any trip with medium sized pets."
positive,Excellent AAAAAAAAA ++++++++
positive,"I'll update later, but for now right after arrival:<br />It looks good.<br />It runs big, I usually wear XL and this L is a bit big on me. I am 5-10 and 190 pounds with a 43"" chest and I probably could have worn a M over a shirt. This will work over a sweater, it is for winter. If you don't plan to wear this in the winter, you might order a size under."
negative,"Cost is good for what you get. The directions are a copy of a copy of China to English translation. This is a nice setup if it is used on a farm or personal use,  but not for a mechanic working his tools every day.<br /><br />Your opinions may differ.<br /><br />Good luck"
positive,Easy installation and works great
positive,Don't know how I've lived without this!  Great to put my phone and drink right next to me.  It also catches any change or small things that would normally drop between the seats.  This seat organizer is made well and looks like a high end leather product.
negative,"Returning because it did not block signals from our 2014, 2015, and 209 Honda vehicles. I thought it would work after seeing thousands of reviews; but maybe it works on older cars."
positive,"I bought these for under cabinet lighting on a 10' section of counter space in an Airstream travel trailer.  I am very satisfied in the style and quality of the lights.  I have them on a dimmer switch and they dim beautifully through a wide range of brightness.  I did give them five stars, despite the fact that they're considerably dimmer when set to as bright as they can go than my other overhead lights in my trailer.  However, it would be unfair to strike a star for that since I custom built the overhead LED lights and purposefully made them with the ability to put out a lot of light when on high.  Comparably, these don't stand a chance, but for my application as under cabinet lighting they're probably about perfect.  Would highly recommend these as reading lights, under cabinet lighting, closet lighting, extra lighting in a vehicle, etc.  I don't think that these are that great for general lighting.  Perhaps, if you had a lot of them, you could get away with it, but you'd likely have to litter up your ceiling with them.  They look nice, but having them every two feet would be a little odd looking.,<br /><br />Not disappointed for my application, hence the five stars, but be aware before you consider them for lighting up larger spaces."
positive,Works good and at a very good pric3
negative,"I ordered these was told that they would fit my vehicle, but they did not."
positive,The best stuff out
positive,"Used last year as oil for my motorcyle, it's a Honda Fury 2011.  Ran great all year, and it's so much less than other full synthetic oils.  Using it again this year."
positive,"Pain to install, but looks good."
negative,I bought this because I have the non-perforated Sonic 2.0 and love that jacket.  This one fit totally different.  Sleeves were longer and narrower that the non-perf one I have.  It was really tight around the forearm.  Sent it back.
positive,Works  great on car even in thuderstorms haven't  flew off or roped love the 5 tie down system  ordered  another 1.
positive,"I got this about a year ago, have used it several times. Small enough to keep in my glove box, works every time. Have used it on my car and a bunch of the guys at work have &#34;borrowed&#34; it for a few minutes to get a better idea what their problem was"
negative,I thought I’m getting 10 for $6 .. but only 5pieces .. over price.. will not buy again
positive,Great product
negative,"Crazy strong clear tape almost like 3M film, super hard to work with and get bubble free. I used this to protect parts of a mountain bike frame, but after a few rides it would just get dirt in the corners and start to come off. I could never get the bubbles out of it and I have a lot of experience with vinyl and the 3M wraps.  I would probably go the 3M route in the future way easier to work with."
positive,"Just got it and updated it..more to come!<br />!!UPDATE!!<br />First I bought the flashcal, took it straight home and registered/updated it, do this before you use it. I took it out to my jeep and made a few adjustments as far as tire size and pressure (TPMS.) Noticed the correction in performance immediately. There are a lot of options this will correct as you make changes to your jeep and there are a few frivolous things you can change as well.<br />Happy with everything I went back in and ran the updater again and purchased the warranty and the upgrade to flashpaq because it's in the flashpaq where you affect changes to the tuning of your jeep. So I bought my 2012 rubi unlim. used and found out that it actually came from Canada and whomever owned it up there had used a flashpaq on it as well because the one I had wouldn't make and changes being a different s/n and all. I called customer support and within a day and a couple emails I had my tuning fixed. Now this is where you need to know that if you buy a used flashpaq/flashcal it will be locked to whatever the vin is for the vehicle it came from and you will have to pay for them to fix it. Not fair if you ask me because its not your fault that it's vinlocked but it is your fault if you knowingly buy a used one. I recommend buying it direct from superchips or a verified re-seller. Customer service from superchips is top-line."
negative,Exactly the right part but overpriced
positive,"I watched the video two or three times, by the third time, i understood what to do.  My car is in the shop right now, so when i get it back, i will try the EzyShade Windshield Snow cover.  I am sure i can put it on with no problem.  Thanks for the video!<br />I just put the EZ shade on; it is so easy to put on thanks to the video which clearly shows you how!  Wow! Great product!"
positive,I added some high heat spray paint around where the old muffler had rusted through hopefully prolonging the life of this new one. Installation was easy and fit my 11 Cube perfectly.
positive,This is a professional kit that was bought and will be used by a professional mechanic.<br /><br />I will update with any pros/cons.<br /><br />Update 9/2017: All pros no cons simply a great kit for daily use on any rear screw pistons!!
positive,Looks good fits pretty good
positive,Works great.  Thanks
positive,Perfect!
positive,"Product arrived as scheduled.  It is easy to use.  I cannot rate durability high at this time, as I just used the product.  I am hopeful it will last a long time."
positive,"I like this charger, but was disappointed that it only comes with a set of charging clamps.  I have a smaller noco charger with x-connect accessories, but this much larger and more expensive unit is not compatible with the x-connect accessories due to having a totally different sized connector.  There is an x-connect label on the back of the box of this G26000 charger but it is not compatible.  I was disappointed in that.  I am trying to discuss this via email with NOCO."
positive,"Solid tube, very thick.  Fit perfect on a PW50."
positive,"Soft material, hold suds well. Mothers makes very good products imo"
positive,"Omg, this is the best cleaner/protector for our RV.  It removed road dirt and bugs better than soap/water. It gives a beautifully mirrored shine that remains for months.  We have used on rubber seals around slides and makes them look new.  Once I have a few used towels, I wipe down the wheels/tires!<br />I won’t use anything else!"
positive,Loved it
positive,"Great service from Amazon my body shop still had not called me, I went on Amazon and toy shock i go 2 day delivery, Amazon was faster by 5 days from what I thought. Good price. Walmart installed it for $12.00. I tell everyone everyday that I am so satisfied with my purchases from Amazon. I just received my 2nd one 5 days early."
positive,"Shipped and arrived on time, easy to put together and the setup was also easy."
positive,"Perfect fit, look great and what a difference in the ride."
negative,Broke off second use
positive,Does not fit on model y. Good for other SUVs or sedans.
positive,"used this to put the glass in my 53 chevy truck,  worked great."
positive,This stands out on our cars and looks neat and definitely lets folks know what my handicap plates only partially show. Thanks
negative,I was super disappointed that this doesn't completely cover the light.  I think it will block most stones but I don't understand why it isn't just a bit bigger.  That being said it fits very securely
positive,"Thing works well. You can't use the impact gun on the jack as you would expect but it works.<br /><br />When the jack comes down, it comes down uncontrollably quickly but it's ok."
positive,I had to order this replacement seal because i damage the old one.It worked great with no more fluid leaking. It was the exact replacement.
negative,THIS PRODUCT DOES NOT COVER FABRIC !
negative,"Three element LED, very small,  kind of silly, not sure I'll use them."
negative,This pump is very slow (pumps small amount per shot).  The hoses kept coming off and I had to purchase a hose clamp to finish my transfer.  This product is not for anyone who does not have a lot of time.<br /><br />It does pump tranny grease just fine but with a great deal of effort.  My machine took three quarts and it took me more than a half hour to pump that much.
positive,Great! Finally got some led bulbs that are as bright as the bulbs they replace
positive,"So simple, convenient & practical, I love these things.  Kept 2 & gave 2 to my daughter.  I love that i dont have to put my bag on the floor!"
positive,"This is great! The skeleton pic is sealed in a clear, see through type of resin or polymer(?) attached to the bolt head! Not a cheesy stud with a sticker that will come off the first time you wash it. As well, the screw thread is timed just right to position the skeleton so that it's properly facing the rear, letting anyone looking from the rear know not to mess with your scooter!<br /><br />Finger tight gets it aligned all but 3/4 of the way for me. Take a pair of standard pliers, (NOT a pair of vice-grips or channel-locks), open them to the wide position and use the teeth meant to bite on something (the middle of the jaw, not the ends) to grab the head of the bolt hard enough it won't slip, but not so hard you bite into the knurled head damaging it. Grip it tight but ""DON'T SLIP""! Now turn it another 3/4 turn until it's lined up with the seat, the fender, and facing the rear. Trust me, it'll be torqued enough to stay in and not fall out. Done!<br /><br />Using the stock Harley seat-bolt in the rear fender should work as above, because it should be the one machined to fit one way in the hole/slot in the rear fender that keeps it from turning while tightening. If it doesn't line up properly, look to see how much farther it needs to turn and which way to line up the skeleton properly. Then unscrew it making sure to keep the nut in it's current position and not let it fall to the floor by reaching up under the fender to hold it in place while unscrewing. ""This is important"".<br /><br />Once it's unscrewed, lower the nut just a little being careful to hold it's position. ""Don't turn it"" and lose the position it was in. Now turn the nut left or right ""only as far as needed"" so the skeleton will be lined up when tightened down.<br /><br />Hold it there and re-tighten the seat-bolt, keeping the nut in said position. This is what's called ""timing the threads"" so that the head of the seat-bolt is lined up when tightened down so the skeleton faces the rear. Enjoy!!!"
positive,"Just what I wanted, easily installed, but the plastic endcaps were all cracked and broken.  They still went on the exposed ends, but all were not in new condition.  Each of the 4 endcaps were cracked in some location."
positive,"Great quality product. Very bright. It was a little difficult to install on 2015 Dodge Challenger. Difficult to get the bulb into the grove pattern to secure the bulb and then once it was in, it was a bit hard to twist the bulb into place. Seems that the pattern on the O.E.M. bulb compared to the LED bulb were slightly different, which i am sure its done to fit different cars with similar patterns.But fit nice and snug once it was in."
positive,Good tough brush guard. Easy to install just need ratchet straps or else your gonna have a tough time.
positive,My JEEP Grand Cherokee WK2 was SO NOISY from the hitch moving around inside the receiver. This simple fix resolved the issue 100% by applying downward torque that mimics constant tongue weight.
negative,Ok
negative,The item works very well till you try to unscrew the air hose then you will lose around 25% of the air out of your bike's tire. I guess it was not designed to work with bikes tires because it doesn't have a quick release and you can only unscrew it
positive,drives the bike forward as designed
positive,"It is not a perfect windshield repair kit, but, it made the starburst chip on my windshield less noticeable. It's not completely gone, but better than it was."
positive,"I have eyelashes on my vehicle and have for years, which has inspired other folks in the family to want some attached to their vehicles. We were not able to find the same type I have but we took a chance on these. They're much longer and have so much attitude. They're adorable. So far they've held up well and we'll see how they do in hot year round sun, but they've made the family member who got them so tickled. Would recommend."
